Using cuda device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to logs/PPO-1756033440/ppo_cant_stop_0
--------------------------------------
| custom/                 |          |
|    n_updates            | 7050         |
|    policy_gradient_loss | -0.00367     |
|    value_loss           | 1.05e+04     |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 15            |
| rollout/                |               |
|    ep_len_mean          | 37.6          |
|    ep_rew_mean          | -76.3         |
| time/                   |               |
|    fps                  | 451           |
|    iterations           | 218           |
|    time_elapsed         | 989           |
|    total_timesteps      | 1447936       |
| train/                  |               |
|    approx_kl            | 0.00089284795 |
|    clip_fraction        | 0.00327       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.841        |
|    explained_variance   | 0.0987        |
|    learning_rate        | 0.0003        |
|    loss                 | 4.58e+03      |
|    n_updates            | 7060          |
|    policy_gradient_loss | -0.00235      |
|    value_loss           | 9.94e+03      |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 13           |
| rollout/                |              |
|    ep_len_mean          | 37.7         |
|    ep_rew_mean          | -51.4        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 219          |
|    time_elapsed         | 994          |
|    total_timesteps      | 1449984      |
| train/                  |              |
|    approx_kl            | 0.0026341632 |
|    clip_fraction        | 0.0116       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.841       |
|    explained_variance   | 0.158        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.12e+03     |
|    n_updates            | 7070         |
|    policy_gradient_loss | -0.00407     |
|    value_loss           | 7.88e+03     |
------------------------------------------
[HB] 1450000 steps...
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 11            |
| rollout/                |               |
|    ep_len_mean          | 38            |
|    ep_rew_mean          | -58.5         |
| time/                   |               |
|    fps                  | 451           |
|    iterations           | 220           |
|    time_elapsed         | 998           |
|    total_timesteps      | 1452032       |
| train/                  |               |
|    approx_kl            | 0.00087856996 |
|    clip_fraction        | 0.00083       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.836        |
|    explained_variance   | 0.214         |
|    learning_rate        | 0.0003        |
|    loss                 | 1.65e+03      |
|    n_updates            | 7080          |
|    policy_gradient_loss | -0.00202      |
|    value_loss           | 7.54e+03      |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 8             |
| rollout/                |               |
|    ep_len_mean          | 37.8          |
|    ep_rew_mean          | -77.2         |
| time/                   |               |
|    fps                  | 451           |
|    iterations           | 221           |
|    time_elapsed         | 1003          |
|    total_timesteps      | 1454080       |
| train/                  |               |
|    approx_kl            | 0.00047290558 |
|    clip_fraction        | 0.000537      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.823        |
|    explained_variance   | 0.29          |
|    learning_rate        | 0.0003        |
|    loss                 | 4.63e+03      |
|    n_updates            | 7090          |
|    policy_gradient_loss | -0.00187      |
|    value_loss           | 1.13e+04      |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 14           |
| rollout/                |              |
|    ep_len_mean          | 38.5         |
|    ep_rew_mean          | -88.4        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 222          |
|    time_elapsed         | 1007         |
|    total_timesteps      | 1456128      |
| train/                  |              |
|    approx_kl            | 0.0008227425 |
|    clip_fraction        | 0.000244     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.825       |
|    explained_variance   | 0.225        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.4e+03      |
|    n_updates            | 7100         |
|    policy_gradient_loss | -0.00178     |
|    value_loss           | 1.1e+04      |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 15            |
| rollout/                |               |
|    ep_len_mean          | 38.9          |
|    ep_rew_mean          | -119          |
| time/                   |               |
|    fps                  | 451           |
|    iterations           | 223           |
|    time_elapsed         | 1012          |
|    total_timesteps      | 1458176       |
| train/                  |               |
|    approx_kl            | 0.00028558949 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.841        |
|    explained_variance   | 0.175         |
|    learning_rate        | 0.0003        |
|    loss                 | 6.52e+03      |
|    n_updates            | 7110          |
|    policy_gradient_loss | -0.00163      |
|    value_loss           | 1.28e+04      |
-------------------------------------------
[HB] 1460000 steps...
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 15            |
| rollout/                |               |
|    ep_len_mean          | 38.2          |
|    ep_rew_mean          | -104          |
| time/                   |               |
|    fps                  | 451           |
|    iterations           | 224           |
|    time_elapsed         | 1016          |
|    total_timesteps      | 1460224       |
| train/                  |               |
|    approx_kl            | 0.00060927257 |
|    clip_fraction        | 0.000635      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.824        |
|    explained_variance   | 0.33          |
|    learning_rate        | 0.0003        |
|    loss                 | 7.09e+03      |
|    n_updates            | 7120          |
|    policy_gradient_loss | -0.00173      |
|    value_loss           | 1.44e+04      |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 15           |
| rollout/                |              |
|    ep_len_mean          | 38.2         |
|    ep_rew_mean          | -46.9        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 225          |
|    time_elapsed         | 1021         |
|    total_timesteps      | 1462272      |
| train/                  |              |
|    approx_kl            | 0.0006522186 |
|    clip_fraction        | 4.88e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.826       |
|    explained_variance   | 0.255        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.61e+03     |
|    n_updates            | 7130         |
|    policy_gradient_loss | -0.00181     |
|    value_loss           | 1.07e+04     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 20           |
| rollout/                |              |
|    ep_len_mean          | 38.3         |
|    ep_rew_mean          | -75          |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 226          |
|    time_elapsed         | 1025         |
|    total_timesteps      | 1464320      |
| train/                  |              |
|    approx_kl            | 0.0013686625 |
|    clip_fraction        | 0.00356      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.824       |
|    explained_variance   | 0.192        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.1e+03      |
|    n_updates            | 7140         |
|    policy_gradient_loss | -0.00209     |
|    value_loss           | 1.05e+04     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 15           |
| rollout/                |              |
|    ep_len_mean          | 37.6         |
|    ep_rew_mean          | -52.8        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 227          |
|    time_elapsed         | 1030         |
|    total_timesteps      | 1466368      |
| train/                  |              |
|    approx_kl            | 0.0006294801 |
|    clip_fraction        | 0.000635     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.832       |
|    explained_variance   | 0.148        |
|    learning_rate        | 0.0003       |
|    loss                 | 4e+03        |
|    n_updates            | 7150         |
|    policy_gradient_loss | -0.00228     |
|    value_loss           | 1.02e+04     |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 12            |
| rollout/                |               |
|    ep_len_mean          | 37.5          |
|    ep_rew_mean          | -35.8         |
| time/                   |               |
|    fps                  | 451           |
|    iterations           | 228           |
|    time_elapsed         | 1034          |
|    total_timesteps      | 1468416       |
| train/                  |               |
|    approx_kl            | 0.00057507295 |
|    clip_fraction        | 0.000244      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.855        |
|    explained_variance   | 0.281         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.72e+03      |
|    n_updates            | 7160          |
|    policy_gradient_loss | -0.00167      |
|    value_loss           | 1.12e+04      |
-------------------------------------------
[HB] 1470000 steps...
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 13           |
| rollout/                |              |
|    ep_len_mean          | 36.5         |
|    ep_rew_mean          | -6.77        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 229          |
|    time_elapsed         | 1039         |
|    total_timesteps      | 1470464      |
| train/                  |              |
|    approx_kl            | 0.0010693243 |
|    clip_fraction        | 0.0022       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.831       |
|    explained_variance   | 0.285        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.63e+03     |
|    n_updates            | 7170         |
|    policy_gradient_loss | -0.00232     |
|    value_loss           | 8.91e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 19           |
| rollout/                |              |
|    ep_len_mean          | 37.7         |
|    ep_rew_mean          | -11.9        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 230          |
|    time_elapsed         | 1043         |
|    total_timesteps      | 1472512      |
| train/                  |              |
|    approx_kl            | 0.0016592212 |
|    clip_fraction        | 0.00161      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.834       |
|    explained_variance   | 0.252        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.23e+03     |
|    n_updates            | 7180         |
|    policy_gradient_loss | -0.00306     |
|    value_loss           | 7.76e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 14           |
| rollout/                |              |
|    ep_len_mean          | 38.8         |
|    ep_rew_mean          | -36          |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 231          |
|    time_elapsed         | 1048         |
|    total_timesteps      | 1474560      |
| train/                  |              |
|    approx_kl            | 0.0011450236 |
|    clip_fraction        | 9.77e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.842       |
|    explained_variance   | 0.193        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.23e+03     |
|    n_updates            | 7190         |
|    policy_gradient_loss | -0.00217     |
|    value_loss           | 9.96e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 16           |
| rollout/                |              |
|    ep_len_mean          | 37.4         |
|    ep_rew_mean          | -66.6        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 232          |
|    time_elapsed         | 1053         |
|    total_timesteps      | 1476608      |
| train/                  |              |
|    approx_kl            | 0.0008778107 |
|    clip_fraction        | 0.00249      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.839       |
|    explained_variance   | 0.186        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.19e+03     |
|    n_updates            | 7200         |
|    policy_gradient_loss | -0.00273     |
|    value_loss           | 1.06e+04     |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 14            |
| rollout/                |               |
|    ep_len_mean          | 37            |
|    ep_rew_mean          | -83           |
| time/                   |               |
|    fps                  | 451           |
|    iterations           | 233           |
|    time_elapsed         | 1057          |
|    total_timesteps      | 1478656       |
| train/                  |               |
|    approx_kl            | 0.00061335706 |
|    clip_fraction        | 0.000439      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.836        |
|    explained_variance   | 0.248         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.53e+03      |
|    n_updates            | 7210          |
|    policy_gradient_loss | -0.00158      |
|    value_loss           | 1.01e+04      |
-------------------------------------------
[HB] 1480000 steps...
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 11            |
| rollout/                |               |
|    ep_len_mean          | 38.4          |
|    ep_rew_mean          | -96.3         |
| time/                   |               |
|    fps                  | 451           |
|    iterations           | 234           |
|    time_elapsed         | 1062          |
|    total_timesteps      | 1480704       |
| train/                  |               |
|    approx_kl            | 0.00025225937 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.845        |
|    explained_variance   | 0.178         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.62e+03      |
|    n_updates            | 7220          |
|    policy_gradient_loss | -0.00128      |
|    value_loss           | 1.03e+04      |
-------------------------------------------
-----------------------------------------
| custom/                 |             |
|    max_turn_per_episode | 14          |
| rollout/                |             |
|    ep_len_mean          | 38.3        |
|    ep_rew_mean          | -49.3       |
| time/                   |             |
|    fps                  | 451         |
|    iterations           | 235         |
|    time_elapsed         | 1066        |
|    total_timesteps      | 1482752     |
| train/                  |             |
|    approx_kl            | 0.002221589 |
|    clip_fraction        | 0.00532     |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.842      |
|    explained_variance   | 0.22        |
|    learning_rate        | 0.0003      |
|    loss                 | 4.26e+03    |
|    n_updates            | 7230        |
|    policy_gradient_loss | -0.00369    |
|    value_loss           | 1.01e+04    |
-----------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 10            |
| rollout/                |               |
|    ep_len_mean          | 37.6          |
|    ep_rew_mean          | -75.4         |
| time/                   |               |
|    fps                  | 451           |
|    iterations           | 236           |
|    time_elapsed         | 1071          |
|    total_timesteps      | 1484800       |
| train/                  |               |
|    approx_kl            | 0.00022065458 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.851        |
|    explained_variance   | 0.188         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.31e+03      |
|    n_updates            | 7240          |
|    policy_gradient_loss | -0.00154      |
|    value_loss           | 1.02e+04      |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 18           |
| rollout/                |              |
|    ep_len_mean          | 38.4         |
|    ep_rew_mean          | -169         |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 237          |
|    time_elapsed         | 1075         |
|    total_timesteps      | 1486848      |
| train/                  |              |
|    approx_kl            | 0.0009890199 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.838       |
|    explained_variance   | 0.149        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.26e+03     |
|    n_updates            | 7250         |
|    policy_gradient_loss | -0.00187     |
|    value_loss           | 1.2e+04      |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 10           |
| rollout/                |              |
|    ep_len_mean          | 38.2         |
|    ep_rew_mean          | -125         |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 238          |
|    time_elapsed         | 1080         |
|    total_timesteps      | 1488896      |
| train/                  |              |
|    approx_kl            | 0.0008881007 |
|    clip_fraction        | 0.000537     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.853       |
|    explained_variance   | 0.269        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.31e+03     |
|    n_updates            | 7260         |
|    policy_gradient_loss | -0.00196     |
|    value_loss           | 1.08e+04     |
------------------------------------------
[HB] 1490000 steps...
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 12           |
| rollout/                |              |
|    ep_len_mean          | 37.5         |
|    ep_rew_mean          | -88.3        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 239          |
|    time_elapsed         | 1084         |
|    total_timesteps      | 1490944      |
| train/                  |              |
|    approx_kl            | 0.0011620336 |
|    clip_fraction        | 0.00166      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.845       |
|    explained_variance   | 0.23         |
|    learning_rate        | 0.0003       |
|    loss                 | 7.1e+03      |
|    n_updates            | 7270         |
|    policy_gradient_loss | -0.00235     |
|    value_loss           | 1.19e+04     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 20           |
| rollout/                |              |
|    ep_len_mean          | 37.5         |
|    ep_rew_mean          | -82.8        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 240          |
|    time_elapsed         | 1089         |
|    total_timesteps      | 1492992      |
| train/                  |              |
|    approx_kl            | 0.0010547393 |
|    clip_fraction        | 0.00112      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.851       |
|    explained_variance   | 0.195        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.27e+03     |
|    n_updates            | 7280         |
|    policy_gradient_loss | -0.00255     |
|    value_loss           | 1.11e+04     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 11           |
| rollout/                |              |
|    ep_len_mean          | 38           |
|    ep_rew_mean          | -72.4        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 241          |
|    time_elapsed         | 1093         |
|    total_timesteps      | 1495040      |
| train/                  |              |
|    approx_kl            | 0.0011769237 |
|    clip_fraction        | 0.00112      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.842       |
|    explained_variance   | 0.27         |
|    learning_rate        | 0.0003       |
|    loss                 | 3.59e+03     |
|    n_updates            | 7290         |
|    policy_gradient_loss | -0.0026      |
|    value_loss           | 9.09e+03     |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 9             |
| rollout/                |               |
|    ep_len_mean          | 37.8          |
|    ep_rew_mean          | -72.5         |
| time/                   |               |
|    fps                  | 451           |
|    iterations           | 242           |
|    time_elapsed         | 1098          |
|    total_timesteps      | 1497088       |
| train/                  |               |
|    approx_kl            | 0.00082792697 |
|    clip_fraction        | 0.000342      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.858        |
|    explained_variance   | 0.344         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.88e+03      |
|    n_updates            | 7300          |
|    policy_gradient_loss | -0.0024       |
|    value_loss           | 8.07e+03      |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 16            |
| rollout/                |               |
|    ep_len_mean          | 37.6          |
|    ep_rew_mean          | -76.5         |
| time/                   |               |
|    fps                  | 451           |
|    iterations           | 243           |
|    time_elapsed         | 1102          |
|    total_timesteps      | 1499136       |
| train/                  |               |
|    approx_kl            | 0.00025271546 |
|    clip_fraction        | 0.000195      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.858        |
|    explained_variance   | 0.104         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.79e+03      |
|    n_updates            | 7310          |
|    policy_gradient_loss | -0.00173      |
|    value_loss           | 9.45e+03      |
-------------------------------------------
[HB] 1500000 steps...
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 13           |
| rollout/                |              |
|    ep_len_mean          | 37.1         |
|    ep_rew_mean          | -41.1        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 244          |
|    time_elapsed         | 1107         |
|    total_timesteps      | 1501184      |
| train/                  |              |
|    approx_kl            | 0.0022531692 |
|    clip_fraction        | 0.00493      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.865       |
|    explained_variance   | 0.191        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.44e+03     |
|    n_updates            | 7320         |
|    policy_gradient_loss | -0.00395     |
|    value_loss           | 7.82e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 10           |
| rollout/                |              |
|    ep_len_mean          | 36.7         |
|    ep_rew_mean          | -20.6        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 245          |
|    time_elapsed         | 1111         |
|    total_timesteps      | 1503232      |
| train/                  |              |
|    approx_kl            | 0.0010550303 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.87        |
|    explained_variance   | 0.243        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.15e+03     |
|    n_updates            | 7330         |
|    policy_gradient_loss | -0.00234     |
|    value_loss           | 6.43e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 13           |
| rollout/                |              |
|    ep_len_mean          | 37.1         |
|    ep_rew_mean          | -50.5        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 246          |
|    time_elapsed         | 1116         |
|    total_timesteps      | 1505280      |
| train/                  |              |
|    approx_kl            | 0.0014005629 |
|    clip_fraction        | 0.002        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.883       |
|    explained_variance   | 0.158        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.39e+03     |
|    n_updates            | 7340         |
|    policy_gradient_loss | -0.00268     |
|    value_loss           | 9.83e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 8            |
| rollout/                |              |
|    ep_len_mean          | 37.5         |
|    ep_rew_mean          | -66          |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 247          |
|    time_elapsed         | 1120         |
|    total_timesteps      | 1507328      |
| train/                  |              |
|    approx_kl            | 0.0007401806 |
|    clip_fraction        | 0.000732     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.862       |
|    explained_variance   | 0.16         |
|    learning_rate        | 0.0003       |
|    loss                 | 4.06e+03     |
|    n_updates            | 7350         |
|    policy_gradient_loss | -0.00244     |
|    value_loss           | 9.16e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 13           |
| rollout/                |              |
|    ep_len_mean          | 37.9         |
|    ep_rew_mean          | -54.4        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 248          |
|    time_elapsed         | 1125         |
|    total_timesteps      | 1509376      |
| train/                  |              |
|    approx_kl            | 0.0017810236 |
|    clip_fraction        | 0.00132      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.865       |
|    explained_variance   | 0.268        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.51e+03     |
|    n_updates            | 7360         |
|    policy_gradient_loss | -0.00257     |
|    value_loss           | 8.45e+03     |
------------------------------------------
[HB] 1510000 steps...
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 11           |
| rollout/                |              |
|    ep_len_mean          | 37.9         |
|    ep_rew_mean          | -69.6        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 249          |
|    time_elapsed         | 1129         |
|    total_timesteps      | 1511424      |
| train/                  |              |
|    approx_kl            | 0.0006665812 |
|    clip_fraction        | 0.000293     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.877       |
|    explained_variance   | 0.238        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.16e+03     |
|    n_updates            | 7370         |
|    policy_gradient_loss | -0.00196     |
|    value_loss           | 9.73e+03     |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 11            |
| rollout/                |               |
|    ep_len_mean          | 37.6          |
|    ep_rew_mean          | -8.19         |
| time/                   |               |
|    fps                  | 451           |
|    iterations           | 250           |
|    time_elapsed         | 1134          |
|    total_timesteps      | 1513472       |
| train/                  |               |
|    approx_kl            | 0.00034081834 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.851        |
|    explained_variance   | 0.284         |
|    learning_rate        | 0.0003        |
|    loss                 | 5e+03         |
|    n_updates            | 7380          |
|    policy_gradient_loss | -0.00132      |
|    value_loss           | 1.27e+04      |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 17           |
| rollout/                |              |
|    ep_len_mean          | 37.7         |
|    ep_rew_mean          | -39          |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 251          |
|    time_elapsed         | 1138         |
|    total_timesteps      | 1515520      |
| train/                  |              |
|    approx_kl            | 0.0008930239 |
|    clip_fraction        | 0.000488     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.858       |
|    explained_variance   | 0.212        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.75e+03     |
|    n_updates            | 7390         |
|    policy_gradient_loss | -0.00188     |
|    value_loss           | 1.09e+04     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 14           |
| rollout/                |              |
|    ep_len_mean          | 38.5         |
|    ep_rew_mean          | -104         |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 252          |
|    time_elapsed         | 1143         |
|    total_timesteps      | 1517568      |
| train/                  |              |
|    approx_kl            | 0.0006615611 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.847       |
|    explained_variance   | 0.0146       |
|    learning_rate        | 0.0003       |
|    loss                 | 4.07e+03     |
|    n_updates            | 7400         |
|    policy_gradient_loss | -0.00164     |
|    value_loss           | 1.18e+04     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 17           |
| rollout/                |              |
|    ep_len_mean          | 38           |
|    ep_rew_mean          | -80.3        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 253          |
|    time_elapsed         | 1147         |
|    total_timesteps      | 1519616      |
| train/                  |              |
|    approx_kl            | 0.0018220476 |
|    clip_fraction        | 0.00259      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.878       |
|    explained_variance   | 0.302        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.74e+03     |
|    n_updates            | 7410         |
|    policy_gradient_loss | -0.00295     |
|    value_loss           | 1.03e+04     |
------------------------------------------
[HB] 1520000 steps...
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 17           |
| rollout/                |              |
|    ep_len_mean          | 37.9         |
|    ep_rew_mean          | -46.1        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 254          |
|    time_elapsed         | 1152         |
|    total_timesteps      | 1521664      |
| train/                  |              |
|    approx_kl            | 0.0009190179 |
|    clip_fraction        | 4.88e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.864       |
|    explained_variance   | 0.23         |
|    learning_rate        | 0.0003       |
|    loss                 | 3.88e+03     |
|    n_updates            | 7420         |
|    policy_gradient_loss | -0.00189     |
|    value_loss           | 8.6e+03      |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 13           |
| rollout/                |              |
|    ep_len_mean          | 38.5         |
|    ep_rew_mean          | -71.8        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 255          |
|    time_elapsed         | 1157         |
|    total_timesteps      | 1523712      |
| train/                  |              |
|    approx_kl            | 0.0012355306 |
|    clip_fraction        | 0.000781     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.864       |
|    explained_variance   | 0.133        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.23e+03     |
|    n_updates            | 7430         |
|    policy_gradient_loss | -0.00256     |
|    value_loss           | 9.37e+03     |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 17            |
| rollout/                |               |
|    ep_len_mean          | 37.4          |
|    ep_rew_mean          | -68           |
| time/                   |               |
|    fps                  | 451           |
|    iterations           | 256           |
|    time_elapsed         | 1161          |
|    total_timesteps      | 1525760       |
| train/                  |               |
|    approx_kl            | 0.00057105406 |
|    clip_fraction        | 0.000244      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.854        |
|    explained_variance   | 0.262         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.42e+03      |
|    n_updates            | 7440          |
|    policy_gradient_loss | -0.00162      |
|    value_loss           | 1.1e+04       |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 11           |
| rollout/                |              |
|    ep_len_mean          | 36.8         |
|    ep_rew_mean          | -53.2        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 257          |
|    time_elapsed         | 1166         |
|    total_timesteps      | 1527808      |
| train/                  |              |
|    approx_kl            | 0.0006553723 |
|    clip_fraction        | 0.000195     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.885       |
|    explained_variance   | 0.0138       |
|    learning_rate        | 0.0003       |
|    loss                 | 3.23e+03     |
|    n_updates            | 7450         |
|    policy_gradient_loss | -0.00192     |
|    value_loss           | 9.66e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 7            |
| rollout/                |              |
|    ep_len_mean          | 37.2         |
|    ep_rew_mean          | -33          |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 258          |
|    time_elapsed         | 1171         |
|    total_timesteps      | 1529856      |
| train/                  |              |
|    approx_kl            | 0.0007572101 |
|    clip_fraction        | 0.00112      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.856       |
|    explained_variance   | 0.296        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.73e+03     |
|    n_updates            | 7460         |
|    policy_gradient_loss | -0.00271     |
|    value_loss           | 7.67e+03     |
